UniProt1	UniProt2	symbol1	symbol2	evidence type	glioblastoma multiforme
P17252	P17302	PRKCA	GJA1	exp;pred	1
P17252	P29475	PRKCA	NOS1	exp;pred	1
P17252	P17252	PRKCA	PRKCA	exp	1
P17252	P49841	PRKCA	GSK3B	exp;pred	1
P17252	P42261	PRKCA	GRIA1	exp;pred	1
P17252	P29353	PRKCA	SHC1	exp;pred	1
P17252	Q13526	PRKCA	PIN1	exp	1
P17252	P35240	PRKCA	NF2	exp;pred	1
P17252	P25445	PRKCA	FAS	exp;pred	1
P17252	P21926	PRKCA	CD9	exp	1
P17252	P42345	PRKCA	MTOR	exp	1
P17252	Q06124	PRKCA	PTPN11	exp;pred	1
P17252	Q16236	PRKCA	NFE2L2	exp	1
P17252	Q16875	PRKCA	PFKFB3	exp	1
P17252	Q15121	PRKCA	PEA15	exp	1
P17252	Q15311	PRKCA	RALBP1	exp	1
P17252	P60953	PRKCA	CDC42	exp;pred	1
P17252	P41180	PRKCA	CASR	exp	1
P17252	P25963	PRKCA	NFKBIA	exp;pred	1
P17252	P37231	PRKCA	PPARG	exp	1
P17252	Q9UGI8	PRKCA	TES	exp	1
P17252	Q05513	PRKCA	PRKCZ	exp;pred	1
P17252	P63000	PRKCA	RAC1	exp;pred	1
P17252	Q07869	PRKCA	PPARA	exp	1
P17252	P20073	PRKCA	ANXA7	exp	1
P17252	P52926	PRKCA	HMGA2	exp	1
P17252	Q99973	PRKCA	TEP1	exp	1
P19544	Q9H9S0	WT1	NANOG	exp	1
P19544	P34932	WT1	HSPA4	exp	1
P19544	Q15022	WT1	SUZ12	exp	1
P19544	Q15910	WT1	EZH2	exp	1
P19544	P26358	WT1	DNMT1	exp	1
P19544	Q00987	WT1	MDM2	exp	1
P21359	P29590	NF1	PML	exp	1
P21359	Q9NZQ7	NF1	CD274	exp	1
P21359	P21709	NF1	EPHA1	exp	1
P21359	P63165	NF1	SUMO1	exp	1
P21359	P62380	NF1	TBPL1	exp;pred	1
P21359	Q03135	NF1	CAV1	exp;ortho;pred	1
P21926	P23229	CD9	ITGA6	exp;pred	1
P21980	P21980	TGM2	TGM2	exp	1
P21980	Q14764	TGM2	MVP	exp	1
P21980	P42574	TGM2	CASP3	exp	1
P21980	P25963	TGM2	NFKBIA	exp	1
P21980	Q15796	TGM2	SMAD2	exp	1
P21980	P46937	TGM2	YAP1	exp	1
P21980	Q13153	TGM2	PAK1	exp	1
P21980	P39060	TGM2	COL18A1	exp;pred	1
P21980	Q12983	TGM2	BNIP3	exp	1
P21980	P28799	TGM2	GRN	exp	1
P24941	Q9UQ35	CDK2	SRRM2	exp	1
P24941	P30281	CDK2	CCND3	exp;pred	1
P24941	P33981	CDK2	TTK	exp;pred	1
P24941	P34932	CDK2	HSPA4	exp	1
P24941	Q15910	CDK2	EZH2	exp	1
P24941	Q08999	CDK2	RBL2	exp;pred	1
P24941	Q12834	CDK2	CDC20	exp;pred	1
P24941	P48735	CDK2	IDH2	exp	1
P24941	P38398	CDK2	BRCA1	exp;pred	1
P24941	P28066	CDK2	PSMA5	exp	1
P24941	Q15796	CDK2	SMAD2	exp;pred	1
P24941	P52292	CDK2	KPNA2	exp;pred	1
P24941	Q92831	CDK2	KAT2B	exp;pred	1
P24941	Q08050	CDK2	FOXM1	exp;pred	1
P24941	P29590	CDK2	PML	exp;pred	1
P24941	P42574	CDK2	CASP3	exp;pred	1
P24941	P50613	CDK2	CDK7	exp;pred	1
P24941	Q9ULV4	CDK2	CORO1C	exp	1
P24941	P53999	CDK2	SUB1	exp	1
P24941	P38936	CDK2	CDKN1A	exp;ortho;pred	1
P24941	P60981	CDK2	DSTN	exp	1
P24941	Q01094	CDK2	E2F1	exp;pred	1
P24941	P50502	CDK2	ST13	exp	1
P24941	Q13309	CDK2	SKP2	exp;ortho;pred	1
P24941	P28799	CDK2	GRN	exp	1
P24941	Q13526	CDK2	PIN1	exp	1
P24941	P24941	CDK2	CDK2	exp	1
P24941	P43246	CDK2	MSH2	exp;pred	1
P24941	Q9UGI8	CDK2	TES	exp	1
P24941	Q8IZL9	CDK2	CDK20	exp;pred	1
P24941	P26358	CDK2	DNMT1	exp;pred	1
P24941	P27797	CDK2	CALR	exp	1
P24941	Q16667	CDK2	CDKN3	exp;pred	1
P24941	P26599	CDK2	PTBP1	exp	1
P24941	P63000	CDK2	RAC1	exp	1
P24941	P42677	CDK2	RPS27	exp	1
P24941	P46527	CDK2	CDKN1B	exp;ortho;pred	1
P24941	P30291	CDK2	WEE1	exp;pred	1
P24941	P78527	CDK2	PRKDC	exp;pred	1
P24941	Q06830	CDK2	PRDX1	exp	1
P24941	P49006	CDK2	MARCKSL1	exp	1
P24941	Q00534	CDK2	CDK6	exp;pred	1
P24941	P26447	CDK2	S100A4	exp	1
P25054	Q13464	APC	ROCK1	exp	1
P25054	P42677	APC	RPS27	exp	1
P25054	P41743	APC	PRKCI	exp	1
P25054	Q16236	APC	NFE2L2	exp	1
P25054	Q07666	APC	KHDRBS1	exp	1
P25054	Q5T5U3	APC	ARHGAP21	exp	1
P25054	Q13007	APC	IL24	exp	1
P25054	P25054	APC	APC	exp	1
P25054	Q93008	APC	USP9X	exp;pred	1
P25054	P26447	APC	S100A4	exp	1
P25054	Q05397	APC	PTK2	exp;pred	1
P25054	P52948	APC	NUP98	exp	1
P25054	Q9HBL0	APC	TNS1	exp	1
P25054	P49841	APC	GSK3B	exp;ortho;pred	1
P25054	Q9Y2T1	APC	AXIN2	exp;pred	1
P25054	P60953	APC	CDC42	exp;pred	1
P25054	P68400	APC	CSNK2A1	exp;pred	1
P25054	Q07817	APC	BCL2L1	exp	1
P25054	Q9Y5J3	APC	HEY1	exp	1
P25054	Q9UBP4	APC	DKK3	exp	1
P25054	Q9NR45	APC	NANS	exp	1
P25054	P78527	APC	PRKDC	exp	1
P25054	Q12834	APC	CDC20	exp;pred	1
P25440	Q01094	BRD2	E2F1	exp;pred	1
P25440	P68400	BRD2	CSNK2A1	exp	1
P25440	P25440	BRD2	BRD2	exp;pred	1
P25440	Q13761	BRD2	RUNX3	exp	1
P27986	P46108	PIK3R1	CRK	exp;ortho;pred	1
P27986	P31749	PIK3R1	AKT1	exp;ortho;pred	1
P27986	Q06124	PIK3R1	PTPN11	exp;ortho;pred	1
P27986	P29317	PIK3R1	EPHA2	exp;pred	1
P27986	Q99490	PIK3R1	AGAP2	exp	1
P27986	P35225	PIK3R1	IL13	exp	1
P27986	P40763	PIK3R1	STAT3	exp;pred	1
P27986	P29353	PIK3R1	SHC1	exp;pred	1
P27986	Q9UM73	PIK3R1	ALK	exp;pred	1
P27986	P50570	PIK3R1	DNM2	exp;pred	1
P27986	P45984	PIK3R1	MAPK9	exp;pred	1
P27986	P47928	PIK3R1	ID4	exp	1
P27986	Q14289	PIK3R1	PTK2B	exp;pred	1
P27986	P42336	PIK3R1	PIK3CA	exp;ortho;pred	1
P27986	P42338	PIK3R1	PIK3CB	exp;ortho;pred	1
P27986	P27986	PIK3R1	PIK3R1	exp;ortho;pred	1
P27986	P45983	PIK3R1	MAPK8	exp;pred	1
P27986	Q96EB6	PIK3R1	SIRT1	exp	1
P27986	P38398	PIK3R1	BRCA1	exp;pred	1
P27986	Q05397	PIK3R1	PTK2	exp;ortho;pred	1
P27986	P56945	PIK3R1	BCAR1	exp;pred	1
P27986	Q9H8V3	PIK3R1	ECT2	exp	1
P27986	P60953	PIK3R1	CDC42	exp;ortho;pred	1
P27986	Q14790	PIK3R1	CASP8	exp;pred	1
P27986	Q9UKW4	PIK3R1	VAV3	exp;pred	1
P27986	Q07889	PIK3R1	SOS1	exp;ortho;pred	1
P27986	Q07666	PIK3R1	KHDRBS1	exp;ortho;pred	1
P27986	Q13480	PIK3R1	GAB1	exp;ortho;pred	1
P27986	Q05513	PIK3R1	PRKCZ	exp;pred	1
P27986	P63000	PIK3R1	RAC1	exp;ortho;pred	1
P27986	P30530	PIK3R1	AXL	exp;ortho;pred	1
P29590	P29590	PML	PML	exp;ortho	1
P29590	P42345	PML	MTOR	exp;ortho;pred	1
P29590	Q00987	PML	MDM2	exp;pred	1
P29590	P63165	PML	SUMO1	exp;ortho;pred	1
P29590	Q00534	PML	CDK6	exp	1
P29590	Q9H8V3	PML	ECT2	exp	1
P29590	Q16539	PML	MAPK14	exp	1
P29590	Q14994	PML	NR1I3	exp	1
P29590	Q9UGI8	PML	TES	exp	1
P29590	Q01196	PML	RUNX1	exp;pred	1
P29590	Q12778	PML	FOXO1	exp	1
P29590	Q08999	PML	RBL2	exp;pred	1
P29590	P40763	PML	STAT3	exp;pred	1
P29590	P68400	PML	CSNK2A1	exp;pred	1
P29590	Q13526	PML	PIN1	exp;pred	1
P29590	P42224	PML	STAT1	exp;pred	1
P29590	Q15910	PML	EZH2	exp	1
P29590	Q96EB6	PML	SIRT1	exp;ortho;pred	1
P29590	Q13761	PML	RUNX3	exp	1
P29590	Q06609	PML	RAD51	exp;pred	1
P29590	P37231	PML	PPARG	exp;pred	1
P29590	Q15022	PML	SUZ12	exp	1
P29590	P50570	PML	DNM2	exp	1
P29590	P46937	PML	YAP1	exp	1
P29590	Q15796	PML	SMAD2	exp;pred	1
P29590	Q13155	PML	AIMP2	exp	1
P29590	Q9ULZ3	PML	PYCARD	exp	1
P29590	P46100	PML	ATRX	exp;pred	1
P35226	P78563	BMI1	ADARB1	exp	1
P35226	P35226	BMI1	BMI1	exp	1
P35226	Q13315	BMI1	ATM	exp	1
P35226	Q15910	BMI1	EZH2	exp;pred	1
P35226	Q13454	BMI1	TUSC3	exp	1
P35226	Q9Y3Y2	BMI1	CHTOP	exp	1
P35226	P68400	BMI1	CSNK2A1	exp	1
P35226	Q16539	BMI1	MAPK14	exp	1
P35226	Q15022	BMI1	SUZ12	exp;pred	1
P35226	P46100	BMI1	ATRX	exp	1
P35226	P52292	BMI1	KPNA2	exp	1
P35226	Q92576	BMI1	PHF3	exp	1
P35226	Q16667	BMI1	CDKN3	exp	1
P35226	P60484	BMI1	PTEN	exp	1
P35226	Q07666	BMI1	KHDRBS1	exp	1
P35226	P48431	BMI1	SOX2	exp	1
P35226	P78527	BMI1	PRKDC	exp	1
P35226	Q9H9S0	BMI1	NANOG	exp	1
P36222	Q14627	CHI3L1	IL13RA2	exp	1
P36222	P36222	CHI3L1	CHI3L1	exp;pred	1
P39905	P39905	GDNF	GDNF	exp;pred	1
P42336	Q15796	PIK3CA	SMAD2	exp	1
P42336	P42336	PIK3CA	PIK3CA	exp	1
P42336	P46108	PIK3CA	CRK	exp;pred	1
P42336	Q14511	PIK3CA	NEDD9	exp;pred	1
P42336	Q15118	PIK3CA	PDK1	exp	1
P42336	Q14627	PIK3CA	IL13RA2	exp	1
P42336	P46531	PIK3CA	NOTCH1	exp	1
P42336	P63000	PIK3CA	RAC1	exp;pred	1
P42336	Q05397	PIK3CA	PTK2	exp;pred	1
P42336	Q13007	PIK3CA	IL24	exp	1
P42345	Q13418	MTOR	ILK	exp;pred	1
P42345	Q9NZQ7	MTOR	CD274	exp	1
P42345	Q96EB6	MTOR	SIRT1	exp	1
P42345	P63165	MTOR	SUMO1	exp	1
P42345	Q13309	MTOR	SKP2	exp	1
P42345	Q93008	MTOR	USP9X	exp	1
P42345	P78527	MTOR	PRKDC	exp;pred	1
P42345	P45983	MTOR	MAPK8	exp;pred	1
P42345	P42345	MTOR	MTOR	exp;ortho	1
P42345	Q15118	MTOR	PDK1	exp;pred	1
P42345	Q15022	MTOR	SUZ12	exp	1
P42345	Q12933	MTOR	TRAF2	exp;pred	1
P42345	P49841	MTOR	GSK3B	exp;pred	1
P42345	Q07817	MTOR	BCL2L1	exp	1
P45983	P56945	MAPK8	BCAR1	exp	1
P45983	P45984	MAPK8	MAPK9	exp;pred	1
P45983	Q13469	MAPK8	NFATC2	exp;pred	1
P45983	Q16236	MAPK8	NFE2L2	exp;pred	1
P45983	Q15796	MAPK8	SMAD2	exp;pred	1
P45983	Q07817	MAPK8	BCL2L1	exp;pred	1
P45983	P46108	MAPK8	CRK	exp;pred	1
P45983	P63000	MAPK8	RAC1	exp;ortho;pred	1
P45983	Q16539	MAPK8	MAPK14	exp;pred	1
P45983	Q9UKV0	MAPK8	HDAC9	exp	1
P45983	Q12933	MAPK8	TRAF2	exp;pred	1
P45983	Q14790	MAPK8	CASP8	exp;pred	1
P45983	P60953	MAPK8	CDC42	exp;pred	1
P45983	Q15139	MAPK8	PRKD1	exp;pred	1
P45983	P45983	MAPK8	MAPK8	exp	1
P45983	P46527	MAPK8	CDKN1B	exp;pred	1
P45983	P78527	MAPK8	PRKDC	exp;pred	1
P45983	Q07820	MAPK8	MCL1	exp;ortho;pred	1
P45983	P52948	MAPK8	NUP98	exp	1
P45983	Q96EB6	MAPK8	SIRT1	exp;pred	1
P46100	Q06609	ATRX	RAD51	exp;pred	1
P46100	Q15910	ATRX	EZH2	exp;ortho;pred	1
P46100	P78527	ATRX	PRKDC	exp	1
P46531	Q13761	NOTCH1	RUNX3	exp	1
P46531	P46531	NOTCH1	NOTCH1	exp;ortho	1
P46531	Q16665	NOTCH1	HIF1A	exp;pred	1
P46531	P49841	NOTCH1	GSK3B	exp;pred	1
P46531	Q96DM3	NOTCH1	RMC1	exp	1
P46531	Q9NR61	NOTCH1	DLL4	exp;ortho;pred	1
P46531	Q13315	NOTCH1	ATM	exp	1
P46531	Q01196	NOTCH1	RUNX1	exp	1
P46531	Q86Y01	NOTCH1	DTX1	exp;ortho;pred	1
P46531	P48736	NOTCH1	PIK3CG	exp	1
P46531	Q13464	NOTCH1	ROCK1	exp	1
P46531	Q00987	NOTCH1	MDM2	exp;pred	1
P46531	Q92831	NOTCH1	KAT2B	exp;ortho;pred	1
P46531	Q9Y4E8	NOTCH1	USP15	exp	1
P46531	Q9Y219	NOTCH1	JAG2	exp;pred	1
P46531	P60953	NOTCH1	CDC42	exp	1
P46531	Q13526	NOTCH1	PIN1	exp;pred	1
P46531	P78527	NOTCH1	PRKDC	exp;pred	1
P46531	Q04721	NOTCH1	NOTCH2	exp;pred	1
P46531	P78504	NOTCH1	JAG1	exp;pred	1
P46531	P98170	NOTCH1	XIAP	exp;pred	1
P46531	Q92974	NOTCH1	ARHGEF2	exp	1
P46531	Q13418	NOTCH1	ILK	exp;pred	1
P48735	P48735	IDH2	IDH2	exp;pred	1
P48735	P56945	IDH2	BCAR1	exp	1
P50591	P50591	TNFSF10	TNFSF10	exp;pred	1
P50591	Q14790	TNFSF10	CASP8	exp;pred	1
P50591	Q12933	TNFSF10	TRAF2	exp;pred	1
P50591	Q13153	TNFSF10	PAK1	exp	1
P50591	Q13546	TNFSF10	RIPK1	exp;pred	1
P60568	Q01196	IL2	RUNX1	exp;pred	1
P60568	Q13469	IL2	NFATC2	exp;ortho	1
P60568	P60568	IL2	IL2	exp	1
P60568	Q16552	IL2	IL17A	exp	1
P78504	Q86YT6	JAG1	MIB1	exp;ortho;pred	1
P78504	Q04721	JAG1	NOTCH2	exp;pred	1
Q00534	Q08999	CDK6	RBL2	exp;pred	1
Q00534	Q00534	CDK6	CDK6	exp	1
Q00534	Q9UGM3	CDK6	DMBT1	exp	1
Q00534	Q08050	CDK6	FOXM1	exp	1
Q00534	Q96EB6	CDK6	SIRT1	exp	1
Q00534	Q15910	CDK6	EZH2	exp	1
Q00534	Q01196	CDK6	RUNX1	exp	1
Q01196	Q15796	RUNX1	SMAD2	exp;pred	1
Q01196	Q13469	RUNX1	NFATC2	exp;pred	1
Q01196	Q15910	RUNX1	EZH2	exp	1
Q01196	Q16635	RUNX1	TAZ	exp	1
Q01196	Q99612	RUNX1	KLF6	exp	1
Q01196	Q01196	RUNX1	RUNX1	exp;pred	1
Q01196	Q12824	RUNX1	SMARCB1	exp	1
Q01196	Q02548	RUNX1	PAX5	exp;pred	1
Q04721	Q14627	NOTCH2	IL13RA2	exp	1
Q04721	Q86Y01	NOTCH2	DTX1	exp	1
Q04721	Q13007	NOTCH2	IL24	exp	1
Q04721	Q9Y219	NOTCH2	JAG2	exp;pred	1
Q05397	Q99828	PTK2	CIB1	exp;pred	1
Q05397	Q13546	PTK2	RIPK1	exp;pred	1
Q05397	Q13464	PTK2	ROCK1	exp;pred	1
Q05397	Q92574	PTK2	TSC1	exp;pred	1
Q05397	Q9BY76	PTK2	ANGPTL4	exp	1
Q05397	Q06124	PTK2	PTPN11	exp;ortho;pred	1
Q05397	Q14511	PTK2	NEDD9	exp;pred	1
Q05397	Q05397	PTK2	PTK2	exp;ortho;pred	1
Q05397	Q15654	PTK2	TRIP6	exp;pred	1
Q05397	Q14289	PTK2	PTK2B	exp;pred	1
Q05397	Q92859	PTK2	NEO1	exp;pred	1
Q05397	Q13153	PTK2	PAK1	exp;pred	1
Q05397	Q6UVK1	PTK2	CSPG4	exp	1
Q13761	Q15796	RUNX3	SMAD2	exp;pred	1
Q13761	Q15910	RUNX3	EZH2	exp;pred	1
Q13761	Q9H9S0	RUNX3	NANOG	exp	1
Q15022	Q9H9S0	SUZ12	NANOG	exp;pred	1
Q15022	Q15910	SUZ12	EZH2	exp;ortho;pred	1
Q15022	Q15022	SUZ12	SUZ12	exp	1
Q15022	Q92597	SUZ12	NDRG1	exp	1
Q15022	Q9Y3Y2	SUZ12	CHTOP	exp	1
Q15022	Q96EB6	SUZ12	SIRT1	exp	1
Q16665	Q16665	HIF1A	HIF1A	exp	1
Q16665	Q9UK53	HIF1A	ING1	exp;pred	1
Q16665	Q92831	HIF1A	KAT2B	exp;pred	1
Q8N3U4	Q9UQ35	STAG2	SRRM2	exp	1
Q92597	Q9UN36	NDRG1	NDRG2	exp	1
Q92597	Q9NY33	NDRG1	DPP3	exp	1
Q9UGI8	Q9ULV4	TES	CORO1C	exp	1
Q9UGI8	Q9UGI8	TES	TES	exp	1
Q9Y5J3	Q9Y5J3	HEY1	HEY1	exp	1
O14763	P00533	TNFRSF10B	EGFR	exp	1
O14745	P00533	SLC9A3R1	EGFR	exp;pred	1
O94898	P00533	LRIG2	EGFR	exp	1
O60674	P00533	JAK2	EGFR	exp;ortho;pred	1
O95433	P00533	AHSA1	EGFR	exp	1
O14965	P00533	AURKA	EGFR	exp	1
O43561	P00533	LAT	EGFR	exp;pred	1
O75791	P00533	GRAP2	EGFR	exp;pred	1
O14543	P00533	SOCS3	EGFR	exp;pred	1
O15357	P00533	INPPL1	EGFR	exp;pred	1
O43684	P00533	BUB3	EGFR	exp	1
O15350	P01106	TP73	MYC	exp;pred	1
O00622	P01106	CYR61	MYC	exp	1
O95619	P01106	YEATS4	MYC	exp;pred	1
P01100	P01106	FOS	MYC	exp;pred	1
O15519	P01106	CFLAR	MYC	exp	1
P00749	P01106	PLAU	MYC	exp	1
O43809	P02751	NUDT21	FN1	exp	1
O43684	P02751	BUB3	FN1	exp	1
P01137	P02751	TGFB1	FN1	exp;pred	1
O14744	P02751	PRMT5	FN1	exp	1
P00747	P02751	PLG	FN1	exp;pred	1
P01135	P04626	TGFA	ERBB2	exp;pred	1
O14514	P04626	ADGRB1	ERBB2	exp;pred	1
O75791	P04626	GRAP2	ERBB2	exp;pred	1
P01137	P04626	TGFB1	ERBB2	exp	1
P03372	P04626	ESR1	ERBB2	exp;pred	1
P04406	P04626	GAPDH	ERBB2	exp;pred	1
O60674	P04626	JAK2	ERBB2	exp;pred	1
P02649	P07858	APOE	CTSB	exp	1
P07339	P07858	CTSD	CTSB	exp;pred	1
P05019	P07858	IGF1	CTSB	exp	1
P00749	P07858	PLAU	CTSB	exp;pred	1
P07355	P07858	ANXA2	CTSB	exp;pred	1
O43291	P07858	SPINT2	CTSB	exp	1
P05067	P07858	APP	CTSB	exp	1
P06756	P08253	ITGAV	MMP2	exp	1
P05067	P08253	APP	MMP2	exp	1
P01137	P08253	TGFB1	MMP2	exp;pred	1
P07900	P08253	HSP90AA1	MMP2	exp	1
P01033	P08253	TIMP1	MMP2	exp;pred	1
P07996	P08253	THBS1	MMP2	exp;pred	1
P08047	P08253	SP1	MMP2	exp	1
P07585	P08253	DCN	MMP2	exp;pred	1
P01130	P08253	LDLR	MMP2	exp	1
O15357	P08581	INPPL1	MET	exp;pred	1
P07900	P08581	HSP90AA1	MET	exp;pred	1
O14543	P08581	SOCS3	MET	exp	1
P07585	P08581	DCN	MET	exp	1
P07711	P10145	CTSL	CXCL8	exp	1
P03956	P10145	MMP1	CXCL8	exp;pred	1
P05412	P10145	JUN	CXCL8	exp;pred	1
P00747	P14780	PLG	MMP9	exp;pred	1
P08648	P14780	ITGA5	MMP9	exp	1
P01137	P14780	TGFB1	MMP9	exp;pred	1
P05412	P14780	JUN	MMP9	exp;pred	1
P01033	P14780	TIMP1	MMP9	exp;pred	1
P07996	P14780	THBS1	MMP9	exp;pred	1
P05412	P15408	JUN	FOSL2	exp;pred	1
O95619	P15408	YEATS4	FOSL2	exp	1
P01100	P15408	FOS	FOSL2	exp;pred	1
O15123	P15692	ANGPT2	VEGFA	exp;pred	1
P02511	P15692	CRYAB	VEGFA	exp;ortho	1
P07900	P15692	HSP90AA1	VEGFA	exp	1
P01127	P15692	PDGFB	VEGFA	exp;pred	1
P09486	P15692	SPARC	VEGFA	exp;ortho;pred	1
O14786	P15692	NRP1	VEGFA	exp;ortho;pred	1
P09619	P15692	PDGFRB	VEGFA	exp;pred	1
P07996	P15692	THBS1	VEGFA	exp;pred	1
P04004	P15692	VTN	VEGFA	exp	1
P07355	P16104	ANXA2	H2AFX	exp	1
P09874	P16104	PARP1	H2AFX	exp;pred	1
P03372	P16104	ESR1	H2AFX	exp	1
O15392	P16104	BIRC5	H2AFX	exp;pred	1
P04637	P16104	TP53	H2AFX	exp;pred	1
P0DP24	P16104	CALM2	H2AFX	exp	1
P11021	P16104	HSPA5	H2AFX	exp	1
P08758	P16104	ANXA5	H2AFX	exp	1
P14618	P16104	PKM	H2AFX	exp	1
P06748	P16104	NPM1	H2AFX	exp;pred	1
P0DP23	P16104	CALM1	H2AFX	exp	1
P0DMV8	P16104	HSPA1A	H2AFX	exp	1
P07900	P16104	HSP90AA1	H2AFX	exp	1
P07339	P16104	CTSD	H2AFX	exp	1
O60934	P16104	NBN	H2AFX	exp;ortho;pred	1
O14745	P16234	SLC9A3R1	PDGFRA	exp;pred	1
P04085	P16234	PDGFA	PDGFRA	exp;pred	1
P09619	P16234	PDGFRB	PDGFRA	exp;pred	1
P04629	P16234	NTRK1	PDGFRA	exp;pred	1
P06756	P16234	ITGAV	PDGFRA	exp	1
P01127	P16234	PDGFB	PDGFRA	exp;pred	1
P14618	P16234	PKM	PDGFRA	exp	1
P10721	P16234	KIT	PDGFRA	exp;pred	1
P08670	P16455	VIM	MGMT	exp	1
P14618	P16455	PKM	MGMT	exp	1
P11387	P16455	TOP1	MGMT	exp	1
P03372	P16455	ESR1	MGMT	exp	1
P12004	P16455	PCNA	MGMT	exp	1
P14635	P16455	CCNB1	MGMT	exp	1
O00233	P16455	PSMD9	MGMT	exp	1
P06493	P16455	CDK1	MGMT	exp	1
P07355	P16455	ANXA2	MGMT	exp	1
P07900	P16455	HSP90AA1	MGMT	exp	1
P07355	P17252	ANXA2	PRKCA	exp	1
O14745	P17252	SLC9A3R1	PRKCA	exp	1
P10071	P17252	GLI3	PRKCA	exp	1
P09429	P17252	HMGB1	PRKCA	exp	1
O14920	P17252	IKBKB	PRKCA	exp;pred	1
P17096	P17252	HMGA1	PRKCA	exp	1
P15056	P17252	BRAF	PRKCA	exp;pred	1
P04004	P17252	VTN	PRKCA	exp	1
P12931	P17252	SRC	PRKCA	exp;pred	1
P10415	P17252	BCL2	PRKCA	exp	1
P10451	P17252	SPP1	PRKCA	exp;pred	1
P10721	P17252	KIT	PRKCA	exp;pred	1
P04637	P17252	TP53	PRKCA	exp;pred	1
P04629	P17252	NTRK1	PRKCA	exp	1
P06748	P17252	NPM1	PRKCA	exp	1
P07900	P17252	HSP90AA1	PRKCA	exp;pred	1
P14136	P17252	GFAP	PRKCA	exp;pred	1
P16144	P17252	ITGB4	PRKCA	exp;pred	1
P04049	P17252	RAF1	PRKCA	exp;pred	1
P0DMV8	P17252	HSPA1A	PRKCA	exp	1
P15514	P19544	AREG	WT1	exp;pred	1
O15350	P19544	TP73	WT1	exp;pred	1
P04637	P19544	TP53	WT1	exp;pred	1
P18146	P19544	EGR1	WT1	exp;pred	1
P05067	P21359	APP	NF1	exp;pred	1
P01111	P21359	NRAS	NF1	exp;pred	1
P01112	P21359	HRAS	NF1	exp;pred	1
P15529	P21926	CD46	CD9	exp;pred	1
P08195	P21926	SLC3A2	CD9	exp	1
P16070	P21926	CD44	CD9	exp	1
P08648	P21926	ITGA5	CD9	exp;pred	1
O14672	P21926	ADAM10	CD9	exp	1
P10721	P21926	KIT	CD9	exp;pred	1
P12931	P21980	SRC	TGM2	exp	1
O14745	P21980	SLC9A3R1	TGM2	exp	1
P09486	P21980	SPARC	TGM2	exp;pred	1
P00738	P21980	HP	TGM2	exp	1
P04637	P21980	TP53	TGM2	exp	1
P05067	P21980	APP	TGM2	exp	1
P09211	P21980	GSTP1	TGM2	exp;pred	1
P07996	P21980	THBS1	TGM2	exp;pred	1
P0DP23	P21980	CALM1	TGM2	exp	1
P06400	P21980	RB1	TGM2	exp	1
P0DMV8	P21980	HSPA1A	TGM2	exp	1
P0DMV9	P21980	HSPA1B	TGM2	exp	1
O00233	P24941	PSMD9	CDK2	exp	1
P11387	P24941	TOP1	CDK2	exp;pred	1
P10415	P24941	BCL2	CDK2	exp;ortho;pred	1
P04637	P24941	TP53	CDK2	exp;ortho;pred	1
P06493	P24941	CDK1	CDK2	exp;pred	1
P11021	P24941	HSPA5	CDK2	exp	1
O15350	P24941	TP73	CDK2	exp;pred	1
P10599	P24941	TXN	CDK2	exp	1
P14174	P24941	MIF	CDK2	exp	1
P10644	P24941	PRKAR1A	CDK2	exp;pred	1
P04198	P24941	MYCN	CDK2	exp	1
P20248	P24941	CCNA2	CDK2	exp;ortho;pred	1
P09874	P24941	PARP1	CDK2	exp;pred	1
P14635	P24941	CCNB1	CDK2	exp;pred	1
P14618	P24941	PKM	CDK2	exp	1
P09211	P24941	GSTP1	CDK2	exp	1
P24666	P24941	ACP1	CDK2	exp	1
P06400	P24941	RB1	CDK2	exp;ortho;pred	1
P17096	P24941	HMGA1	CDK2	exp	1
P19367	P24941	HK1	CDK2	exp	1
P03372	P24941	ESR1	CDK2	exp;pred	1
P12004	P24941	PCNA	CDK2	exp;ortho;pred	1
P04629	P24941	NTRK1	CDK2	exp	1
P07355	P24941	ANXA2	CDK2	exp	1
P16278	P24941	GLB1	CDK2	exp	1
O14965	P24941	AURKA	CDK2	exp;pred	1
P06748	P24941	NPM1	CDK2	exp;pred	1
P04406	P24941	GAPDH	CDK2	exp	1
O00592	P24941	PODXL	CDK2	exp	1
P08047	P24941	SP1	CDK2	exp;pred	1
P08670	P24941	VIM	CDK2	exp;pred	1
P24723	P24941	PRKCH	CDK2	exp	1
P08758	P24941	ANXA5	CDK2	exp	1
O15392	P24941	BIRC5	CDK2	exp;pred	1
P09429	P24941	HMGB1	CDK2	exp	1
P24385	P24941	CCND1	CDK2	exp;ortho;pred	1
P07900	P24941	HSP90AA1	CDK2	exp;pred	1
P18085	P24941	ARF4	CDK2	exp;pred	1
P06396	P24941	GSN	CDK2	exp	1
P19838	P25054	NFKB1	APC	exp;pred	1
P21580	P25054	TNFAIP3	APC	exp	1
P09429	P25054	HMGB1	APC	exp	1
P07355	P25054	ANXA2	APC	exp	1
P11021	P25054	HSPA5	APC	exp	1
P01137	P25054	TGFB1	APC	exp	1
O60566	P25054	BUB1B	APC	exp;pred	1
P0DP23	P25054	CALM1	APC	exp	1
O43684	P25054	BUB3	APC	exp;pred	1
P12004	P25054	PCNA	APC	exp	1
